ranking,Youtuber,subscribers,category,channel_type,video_views,Title,Country,video_views_for_the_last_30_days,highest_yearly_earnings,lowest_yearly_earnings,subscribers_for_last_30_days,Population,Latitude,Longitude,date_created,Urban_population
979,"Heidi and Zidane HZHtube",12400000,Entertainment,Entertainment,4021409291,"Heidi and Zidane HZHtube",Canada,9595000,460600,28800,nan,36991981,56.130366,-106.346771,2015-11-24,30628482
980,"DaniRep | +6 V                    ",12400000,Gaming,Games,6933660906,"DaniRep | +6 V                    ",Spain,82648000,4000000,247900,100000,47076781,40.463667,-3.74922,2012-10-29,37927409
981,"Zee Kids",12400000,"Film & Animation",Entertainment,7683670251,"Zee Kids",India,95163000,4600000,285500,100000,1366417754,20.593684,78.96288,2012-07-06,471031528
982,"Pari's Lifestyle",12400000,"People & Blogs",People,7741764747,"Pari's Lifestyle",India,38165000,1800000,114500,nan,1366417754,20.593684,78.96288,2018-11-26,471031528
983,DisneyChannelUK,12400000,Music,Entertainment,12607488647,DisneyChannelUK,"United Kingdom",34758000,1700000,104300,nan,66834405,55.378051,-3.435973,2007-12-06,55908316
985,"bharatzkitchen HINDI",12400000,"Howto & Style",Howto,2315226648,"bharatzkitchen HINDI",India,30968000,1500000,92900,100000,1366417754,20.593684,78.96288,2016-08-10,471031528
988,"Avril Lavigne",12400000,Music,Music,6202090191,"Avril Lavigne","United States",50188000,2400000,150600,nan,328239523,37.09024,-95.712891,2005-10-08,270663028
989,Caylus,12400000,Education,Games,4779139505,Caylus,"United States",177600000,8500000,532800,400000,328239523,37.09024,-95.712891,2016-04-06,270663028
990,"Migos ATL",12400000,Music,Entertainment,6993406259,"Migos ATL","United States",49412000,2400000,148200,100000,328239523,37.09024,-95.712891,2012-01-17,270663028
991,"Natan por A",12300000,Sports,Entertainment,9029609749,"Natan por A",Brazil,552513000,26500000,1700000,700000,212559417,-14.235004,-51.92528,2017-02-12,183241641
992,"Free Fire India Official",12300000,"People & Blogs",Games,1674409945,"Free Fire India Official",India,64735000,3100000,194200,300000,1366417754,20.593684,78.96288,2018-09-14,471031528
993,Panda,12300000,nan,Games,2214684303,HybridPanda,"United Kingdom",67035,3200,201,1000,66834405,55.378051,-3.435973,2006-09-11,55908316
994,RobTopGames,12300000,Gaming,Games,374123483,RobTopGames,Sweden,3871000,185800,11600,100000,10285453,60.128161,18.643501,2012-05-09,9021165
995,"Make Joke Of",12300000,Comedy,Comedy,2129773714,"Make Joke Of",India,24000000,1200000,72000,100000,1366417754,20.593684,78.96288,2017-08-01,471031528
